,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1519,Kane Williamson,83,53,156.6,8,2,DC,Arun Jaitley Stadium,10-May-18
1520,Dinesh Karthik,45,18,250,7,1,CSK,Eden Gardens,03-May-18
1521,Rishabh Pant,69,29,237.93,7,5,RR,Arun Jaitley Stadium,02-May-18
1522,Kane Williamson,81,42,192.85,7,5,RCB,M. Chinnaswamy Stadium,17-May-18
1523,Chris Gayle,63,33,190.9,7,4,CSK,IS Bindra Stadium,15-Apr-18
1524,Virat Kohli,57,30,190,7,2,RR,M. Chinnaswamy Stadium,15-Apr-18
1525,Parthiv Patel,40,22,181.81,7,0,PBKS,Holkar Cricket Stadium,14-May-18
1526,Rishabh Pant,79,45,175.55,7,4,CSK,Maharashtra Cricket Association's International Stadium,30-Apr-18
1527,Virat Kohli,70,40,175,7,3,DC,Arun Jaitley Stadium,12-May-18
1528,KL Rahul,37,22,168.18,7,0,CSK,IS Bindra Stadium,15-Apr-18
1529,Suryakumar Yadav,53,32,165.62,7,1,DC,Wankhede Stadium,14-Apr-18
1530,Rishabh Pant,43,26,165.38,7,1,KKR,Eden Gardens,16-Apr-18
1531,Manish Pandey,62,38,163.15,7,2,RCB,M. Chinnaswamy Stadium,17-May-18
1532,Ambati Rayudu,100,62,161.29,7,7,SRH,Maharashtra Cricket Association's International Stadium,13-May-18
1533,KL Rahul,84,54,155.55,7,3,RR,Holkar Cricket Stadium,06-May-18
1534,AB de Villiers,53,35,151.42,7,0,RR,Sawai Mansingh Stadium,19-May-18
1535,Suryakumar Yadav,59,39,151.28,7,2,KKR,Wankhede Stadium,06-May-18
1536,Virat Kohli,92,62,148.38,7,4,MI,Wankhede Stadium,17-Apr-18
1537,Kane Williamson,63,43,146.51,7,2,RR,Sawai Mansingh Stadium,29-Apr-18
1538,Chris Lynn,49,34,144.11,7,1,SRH,Eden Gardens,14-Apr-18
1539,Prithvi Shaw,62,44,140.9,7,2,KKR,Arun Jaitley Stadium,27-Apr-18
1540,Quinton de Kock,45,34,132.35,7,1,PBKS,M. Chinnaswamy Stadium,13-Apr-18
1541,Jos Buttler,51,39,130.76,7,0,PBKS,Holkar Cricket Stadium,06-May-18
1542,Suryakumar Yadav,38,31,122.58,7,0,RR,Wankhede Stadium,13-May-18
1543,Chris Lynn,62,52,119.23,7,1,RCB,M. Chinnaswamy Stadium,29-Apr-18
1544,KL Rahul,51,16,318.75,6,4,DC,IS Bindra Stadium,08-Apr-18
1545,Mandeep Singh,47,25,188,6,1,RR,M. Chinnaswamy Stadium,15-Apr-18
1546,Rishabh Pant,47,25,188,6,2,MI,Wankhede Stadium,14-Apr-18
1547,Prithvi Shaw,65,36,180.55,6,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1548,Chris Lynn,74,41,180.48,6,4,PBKS,Eden Gardens,21-Apr-18
1549,Ajinkya Rahane,36,20,180,6,1,RCB,M. Chinnaswamy Stadium,15-Apr-18
1550,MS Dhoni,79,44,179.54,6,5,PBKS,IS Bindra Stadium,15-Apr-18
1551,Rishabh Pant,85,48,177.08,6,7,RCB,M. Chinnaswamy Stadium,21-Apr-18
1552,Jason Roy,91,53,171.69,6,6,MI,Wankhede Stadium,14-Apr-18
1553,Virat Kohli,48,28,171.42,6,2,PBKS,Holkar Cricket Stadium,14-May-18
1554,Rohit Sharma,56,33,169.69,6,2,CSK,Maharashtra Cricket Association's International Stadium,28-Apr-18
1555,Kane Williamson,84,51,164.7,6,5,CSK,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1556,Suresh Raina,75,47,159.57,6,4,MI,Maharashtra Cricket Association's International Stadium,28-Apr-18
1557,Brendon McCullum,43,27,159.25,6,2,KKR,Eden Gardens,08-Apr-18
1558,Shubman Gill,57,36,158.33,6,2,CSK,Eden Gardens,03-May-18
1559,Chris Lynn,48,31,154.83,6,2,SRH,Eden Gardens,25-May-18
1560,Evin Lewis,65,42,154.76,6,5,RCB,Wankhede Stadium,17-Apr-18
1561,Robin Uthappa,54,35,154.28,6,3,MI,Wankhede Stadium,06-May-18
1562,Dinesh Karthik,43,28,153.57,6,0,PBKS,Eden Gardens,21-Apr-18
1563,Suryakumar Yadav,72,47,153.19,6,3,RR,Sawai Mansingh Stadium,22-Apr-18
1564,Suresh Raina,52,35,148.57,6,1,RR,Sawai Mansingh Stadium,11-May-18
1565,Suryakumar Yadav,43,29,148.27,6,1,CSK,Wankhede Stadium,07-Apr-18
1566,Suryakumar Yadav,57,42,135.71,6,3,PBKS,Holkar Cricket Stadium,04-May-18
1567,Robin Uthappa,48,36,133.33,6,2,RR,Sawai Mansingh Stadium,18-Apr-18
1568,Chris Gayle,50,40,125,6,2,MI,Holkar Cricket Stadium,04-May-18
1569,Ishan Kishan,62,21,295.23,5,6,KKR,Eden Gardens,09-May-18
1570,Kieron Pollard,50,23,217.39,5,3,PBKS,Wankhede Stadium,16-May-18
1571,Dinesh Karthik,50,23,217.39,5,3,PBKS,Holkar Cricket Stadium,12-May-18
1572,Ishan Kishan,44,23,191.3,5,2,DC,Wankhede Stadium,14-Apr-18
1573,Ajinkya Rahane,36,19,189.47,5,1,KKR,Sawai Mansingh Stadium,18-Apr-18
1574,Krunal Pandya,41,22,186.36,5,2,CSK,Wankhede Stadium,07-Apr-18
1575,Rishabh Pant,61,34,179.41,5,4,RCB,Arun Jaitley Stadium,12-May-18
1576,Jos Buttler,39,22,177.27,5,2,KKR,Eden Gardens,15-May-18
1577,Ambati Rayudu,41,24,170.83,5,1,DC,Maharashtra Cricket Association's International Stadium,30-Apr-18
1578,Nitish Rana,59,35,168.57,5,4,DC,Eden Gardens,16-Apr-18
1579,Chris Gayle,62,38,163.15,5,6,KKR,Eden Gardens,21-Apr-18
1580,Shane Watson,57,35,162.85,5,3,SRH,Maharashtra Cricket Association's International Stadium,13-May-18
1581,Wriddhiman Saha,24,15,160,5,0,KKR,Eden Gardens,14-Apr-18
1582,Faf du Plessis,67,42,159.52,5,4,SRH,Wankhede Stadium,22-May-18
1583,Virat Kohli,68,44,154.54,5,3,KKR,M. Chinnaswamy Stadium,29-Apr-18
1584,Evin Lewis,43,28,153.57,5,2,KKR,Wankhede Stadium,06-May-18
1585,Karun Nair,50,33,151.51,5,2,DC,IS Bindra Stadium,08-Apr-18
1586,Robin Uthappa,34,23,147.82,5,1,PBKS,Eden Gardens,21-Apr-18
1587,Kane Williamson,56,39,143.58,5,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1588,Sunil Narine,35,25,140,5,1,RR,Sawai Mansingh Stadium,18-Apr-18
1589,Ambati Rayudu,49,35,140,5,1,PBKS,IS Bindra Stadium,15-Apr-18
1590,Dinesh Karthik,36,26,138.46,5,1,MI,Wankhede Stadium,06-May-18
1591,Kane Williamson,29,21,138.09,5,0,MI,Wankhede Stadium,24-Apr-18
1592,Rahul Tripathi,80,58,137.93,5,3,RCB,Sawai Mansingh Stadium,19-May-18
1593,Dinesh Karthik,41,31,132.25,5,1,RR,Eden Gardens,15-May-18
1594,Gautam Gambhir,55,42,130.95,5,1,PBKS,IS Bindra Stadium,08-Apr-18
1595,Kane Williamson,51,39,130.76,5,2,CSK,Maharashtra Cricket Association's International Stadium,13-May-18
1596,Kane Williamson,47,36,130.55,5,2,CSK,Wankhede Stadium,27-May-18
1597,Virat Kohli,39,30,130,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1598,Wriddhiman Saha,35,27,129.62,5,0,KKR,Eden Gardens,25-May-18
1599,Suryakumar Yadav,44,34,129.41,5,1,CSK,Maharashtra Cricket Association's International Stadium,28-Apr-18
1600,Parthiv Patel,53,41,129.26,5,2,CSK,Maharashtra Cricket Association's International Stadium,05-May-18
1601,Shikhar Dhawan,50,39,128.2,5,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,19-May-18
1602,Shreyas Iyer,57,45,126.66,5,1,PBKS,Arun Jaitley Stadium,23-Apr-18
1603,Suresh Raina,54,43,125.58,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1604,Ajinkya Rahane,65,53,122.64,5,1,SRH,Sawai Mansingh Stadium,29-Apr-18
1605,Hardik Pandya,50,42,119.04,5,1,RCB,M. Chinnaswamy Stadium,01-May-18
1606,Sanju Samson,49,42,116.66,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-18
1607,Ajinkya Rahane,45,40,112.5,5,0,DC,Sawai Mansingh Stadium,11-Apr-18
1608,Suryakumar Yadav,36,32,112.5,5,1,KKR,Eden Gardens,09-May-18
1609,Shakib Al Hasan,35,32,109.37,5,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1610,Chris Lynn,45,42,107.14,5,1,RR,Eden Gardens,15-May-18
1611,D'Arcy Short,44,43,102.32,5,1,KKR,Sawai Mansingh Stadium,18-Apr-18
1612,Krishnappa Gowtham,33,11,300,4,2,MI,Sawai Mansingh Stadium,22-Apr-18
1613,Sunil Narine,29,10,290,4,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-May-18
1614,Sunil Narine,50,19,263.15,4,5,RCB,Eden Gardens,08-Apr-18
1615,Krunal Pandya,31,12,258.33,4,2,PBKS,Holkar Cricket Stadium,04-May-18
1616,Jos Buttler,67,26,257.69,4,7,DC,Arun Jaitley Stadium,02-May-18
1617,Prithvi Shaw,22,10,220,4,0,PBKS,Arun Jaitley Stadium,23-Apr-18
1618,Rishabh Pant,28,13,215.38,4,1,PBKS,IS Bindra Stadium,08-Apr-18
1619,Mandeep Singh,37,18,205.55,4,2,KKR,Eden Gardens,08-Apr-18
1620,Ravichandran Ashwin,45,22,204.54,4,3,KKR,Holkar Cricket Stadium,12-May-18
1621,Sunil Narine,26,13,200,4,1,SRH,Eden Gardens,25-May-18
1622,Shane Watson,78,40,195,4,7,DC,Maharashtra Cricket Association's International Stadium,30-Apr-18
1623,AB de Villiers,72,37,194.59,4,6,DC,Arun Jaitley Stadium,12-May-18
1624,Prithvi Shaw,47,25,188,4,4,RR,Arun Jaitley Stadium,02-May-18
1625,Colin Munro,33,18,183.33,4,2,KKR,Arun Jaitley Stadium,27-Apr-18
1626,Yusuf Pathan,45,25,180,4,2,CSK,Wankhede Stadium,27-May-18
1627,Faf du Plessis,27,15,180,4,1,KKR,Eden Gardens,03-May-18
1628,Rahul Tripathi,27,15,180,4,1,KKR,Eden Gardens,15-May-18
1629,Hardik Pandya,35,20,175,4,1,KKR,Wankhede Stadium,06-May-18
1630,Ambati Rayudu,50,29,172.41,4,4,DC,Arun Jaitley Stadium,18-May-18
1631,Evin Lewis,48,28,171.42,4,4,DC,Wankhede Stadium,14-Apr-18
1632,Suresh Raina,22,13,169.23,4,0,SRH,Wankhede Stadium,22-May-18
1633,Shreyas Iyer,52,31,167.74,4,3,RCB,M. Chinnaswamy Stadium,21-Apr-18
1634,Sunil Narine,32,20,160,4,2,CSK,Eden Gardens,03-May-18
1635,Kane Williamson,24,15,160,4,0,CSK,Wankhede Stadium,22-May-18
1636,Parthiv Patel,20,13,153.84,4,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1637,Dwayne Bravo,24,16,150,4,0,RR,Maharashtra Cricket Association's International Stadium,20-Apr-18
1638,Brendon McCullum,37,25,148,4,2,MI,M. Chinnaswamy Stadium,01-May-18
1639,Rishabh Pant,64,44,145.45,4,4,MI,Arun Jaitley Stadium,20-May-18
1640,Shane Watson,36,25,144,4,2,KKR,Eden Gardens,03-May-18
1641,Evin Lewis,60,42,142.85,4,4,RR,Wankhede Stadium,13-May-18
1642,Shikhar Dhawan,34,24,141.66,4,1,KKR,Eden Gardens,25-May-18
1643,Ishan Kishan,58,42,138.09,4,3,RR,Sawai Mansingh Stadium,22-Apr-18
1644,Ishan Kishan,40,29,137.93,4,1,CSK,Wankhede Stadium,07-Apr-18
1645,Chris Lynn,22,16,137.5,4,0,CSK,Chidambaram,10-Apr-18
1646,Dinesh Karthik,52,38,136.84,4,2,RR,Eden Gardens,23-May-18
1647,Quinton de Kock,26,19,136.84,4,0,RR,M. Chinnaswamy Stadium,15-Apr-18
1648,Brendon McCullum,38,28,135.71,4,2,KKR,M. Chinnaswamy Stadium,29-Apr-18
1649,Shreevats Goswami,35,26,134.61,4,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,19-May-18
1650,Jonny Bairstow,114,56,203.57,12,7,RCB,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1651,Prithvi Shaw,99,55,180,12,3,KKR,Arun Jaitley Stadium,30-Mar-19
1652,Ajinkya Rahane,105,63,166.66,11,3,DC,Sawai Mansingh Stadium,22-Apr-19
1653,Shikhar Dhawan,97,63,153.96,11,2,KKR,Eden Gardens,12-Apr-19
1654,David Warner,50,25,200,10,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-19
1655,Sanju Samson,102,55,185.45,10,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1656,Faf du Plessis,96,55,174.54,10,4,PBKS,IS Bindra Stadium,05-May-19
1657,Jos Buttler,69,43,160.46,10,2,PBKS,Sawai Mansingh Stadium,25-Mar-19
1658,Chris Gayle,99,64,154.68,10,5,RCB,IS Bindra Stadium,13-Apr-19
1659,Suryakumar Yadav,71,54,131.48,10,0,CSK,Chidambaram,07-May-19
1660,David Warner,69,37,186.48,9,2,RR,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1661,Nitish Rana,85,46,184.78,9,5,RCB,Eden Gardens,19-Apr-19
1662,Shane Watson,96,53,181.13,9,6,SRH,Chidambaram,23-Apr-19
1663,Virat Kohli,100,58,172.41,9,4,KKR,Eden Gardens,19-Apr-19
1664,Jonny Bairstow,48,28,171.42,9,1,DC,Arun Jaitley Stadium,04-Apr-19
1665,Virat Kohli,84,49,171.42,9,2,KKR,M. Chinnaswamy Stadium,05-Apr-19
1666,Manish Pandey,61,36,169.44,9,0,RR,Sawai Mansingh Stadium,27-Apr-19
1667,Parthiv Patel,67,41,163.41,9,1,RR,Sawai Mansingh Stadium,02-Apr-19
1668,David Warner,85,53,160.37,9,3,KKR,Eden Gardens,24-Mar-19
1669,Jos Buttler,89,43,206.97,8,7,MI,Wankhede Stadium,13-Apr-19
1670,Shikhar Dhawan,54,27,200,8,2,RR,Sawai Mansingh Stadium,22-Apr-19
1671,Chris Lynn,54,29,186.2,8,2,MI,Eden Gardens,28-Apr-19
1672,Chris Gayle,79,47,168.08,8,4,RR,Sawai Mansingh Stadium,25-Mar-19
1673,Suresh Raina,59,37,159.45,8,1,DC,Chidambaram,01-May-19
1674,Steve Smith,50,32,156.25,8,0,DC,Sawai Mansingh Stadium,22-Apr-19
1675,Manish Pandey,71,47,151.06,8,2,MI,Wankhede Stadium,02-May-19
1676,Rohit Sharma,48,33,145.45,8,1,RCB,M. Chinnaswamy Stadium,28-Mar-19
1677,Nitish Rana,68,47,144.68,8,3,SRH,Eden Gardens,24-Mar-19
1678,Suryakumar Yadav,59,43,137.2,8,1,CSK,Wankhede Stadium,03-Apr-19
1679,Jos Buttler,59,43,137.2,8,1,RCB,Sawai Mansingh Stadium,02-Apr-19
1680,Shane Watson,80,59,135.59,8,4,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1681,Gurkeerat Mann Singh,65,48,135.41,8,1,SRH,M. Chinnaswamy Stadium,04-May-19
1682,Shreyas Iyer,67,50,134,8,2,RCB,M. Chinnaswamy Stadium,07-Apr-19
1683,Virat Kohli,67,53,126.41,8,0,PBKS,IS Bindra Stadium,13-Apr-19
1684,Rohit Sharma,55,48,114.58,8,0,KKR,Wankhede Stadium,05-May-19
1685,Kedar Jadhav,58,54,107.4,8,1,MI,Wankhede Stadium,03-Apr-19
1686,Rishabh Pant,78,27,288.88,7,7,MI,Wankhede Stadium,24-Mar-19
1687,Sam Curran,55,24,229.16,7,2,KKR,IS Bindra Stadium,03-May-19
1688,KL Rahul,71,36,197.22,7,5,CSK,IS Bindra Stadium,05-May-19
1689,Parthiv Patel,39,20,195,7,1,DC,Arun Jaitley Stadium,28-Apr-19
1690,Dinesh Karthik,97,50,194,7,9,RR,Eden Gardens,25-Apr-19
1691,Jonny Bairstow,80,43,186.04,7,4,KKR,Rajiv Gandhi Intl. Cricket Stadium,21-Apr-19
1692,Parthiv Patel,43,24,179.16,7,2,PBKS,M. Chinnaswamy Stadium,24-Apr-19
1693,Manish Pandey,83,49,169.38,7,3,CSK,Chidambaram,23-Apr-19
1694,Shubman Gill,65,39,166.66,7,2,DC,Eden Gardens,12-Apr-19
1695,Chris Lynn,82,51,160.78,7,6,CSK,Eden Gardens,14-Apr-19
1696,KL Rahul,42,27,155.55,7,1,RCB,M. Chinnaswamy Stadium,24-Apr-19
1697,Colin Ingram,47,32,146.87,7,1,MI,Wankhede Stadium,24-Mar-19
1698,David Warner,81,56,144.64,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29-Apr-19
1699,Suresh Raina,58,42,138.09,7,1,KKR,Eden Gardens,14-Apr-19
1700,Shikhar Dhawan,56,41,136.58,7,1,PBKS,Arun Jaitley Stadium,20-Apr-19
1701,KL Rahul,71,53,133.96,7,1,SRH,IS Bindra Stadium,08-Apr-19
1702,Faf du Plessis,50,39,128.2,7,1,DC,ACA-VDCA Stadium,10-May-19
1703,Steve Smith,73,59,123.72,7,1,KKR,Sawai Mansingh Stadium,07-Apr-19
1704,Shikhar Dhawan,51,47,108.51,7,0,CSK,Arun Jaitley Stadium,26-Mar-19
1705,Hardik Pandya,91,34,267.64,6,9,KKR,Eden Gardens,28-Apr-19
1706,Rishabh Pant,78,36,216.66,6,4,RR,Sawai Mansingh Stadium,22-Apr-19
1707,Andre Russell,80,40,200,6,8,MI,Eden Gardens,28-Apr-19
1708,Sunil Narine,47,25,188,6,3,RR,Sawai Mansingh Stadium,07-Apr-19
1709,Chris Gayle,69,37,186.48,6,5,DC,Arun Jaitley Stadium,20-Apr-19
1710,Sanju Samson,35,19,184.21,6,1,MI,Sawai Mansingh Stadium,20-Apr-19
1711,Ajinkya Rahane,37,21,176.19,6,1,MI,Wankhede Stadium,13-Apr-19
1712,Mayank Agarwal,58,34,170.58,6,1,KKR,Eden Gardens,27-Mar-19
1713,Shubman Gill,76,45,168.88,6,4,MI,Eden Gardens,28-Apr-19
1714,Jonny Bairstow,45,28,160.71,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1715,Sarfaraz Khan,46,29,158.62,6,1,RR,Sawai Mansingh Stadium,25-Mar-19
1716,Suresh Raina,38,24,158.33,6,1,SRH,Chidambaram,23-Apr-19
1717,KL Rahul,100,64,156.25,6,6,MI,Wankhede Stadium,10-Apr-19
1718,Chris Lynn,50,32,156.25,6,3,RR,Sawai Mansingh Stadium,07-Apr-19
1719,Quinton de Kock,81,52,155.76,6,4,RR,Wankhede Stadium,13-Apr-19
1720,Quinton de Kock,60,39,153.84,6,2,PBKS,IS Bindra Stadium,30-Mar-19
1721,Prithvi Shaw,56,38,147.36,6,2,SRH,ACA-VDCA Stadium,08-May-19
